"Step","Grouped runs - valid_loss","Grouped runs - valid_loss__MIN","Grouped runs - valid_loss__MAX","Grouped runs - valid_dice","Grouped runs - valid_dice__MIN","Grouped runs - valid_dice__MAX"
"0","0.2401959091424942","0.19286216795444489","0.2758111357688904","0.7661238074302673","0.730806827545166","0.8109738230705261"
"1","0.21019144356250763","0.14483708143234253","0.2802754044532776","0.7929139018058777","0.722091019153595","0.8571596741676331"
"2","0.20657767951488495","0.16784466803073883","0.2295396476984024","0.7957642436027527","0.7717454433441162","0.8347600698471069"
"3","0.1720614105463028","0.14302782714366913","0.22221505641937256","0.8301727652549744","0.7805356979370117","0.8581575155258179"
"4","0.16567622423171996","0.13256749510765076","0.19874346256256104","0.836021339893341","0.8037087917327881","0.8682582974433899"
"5","0.1503903940320015","0.12477991729974747","0.18113365769386292","0.8510128140449524","0.819862425327301","0.8759758472442627"
"6","0.15563471615314484","0.13115742802619934","0.1864485740661621","0.8454589605331421","0.8142306804656982","0.869506299495697"
"7","0.1456444591283798","0.11823559552431107","0.17792686820030212","0.8554819464683533","0.8228655457496643","0.88299959897995"
"8","0.14747148007154465","0.12233484536409378","0.1732274740934372","0.8535705804824829","0.8275719881057739","0.8781309723854065"
"9","0.1440316617488861","0.11986090242862701","0.16953276097774506","0.8566962838172912","0.8309851288795471","0.8805355429649353"
"10","0.14695434719324113","0.11108831316232681","0.17944270372390747","0.8539965510368347","0.8211262822151184","0.8891924619674683"
"11","0.1477455496788025","0.10958941280841827","0.17249344289302826","0.8529717922210693","0.8279472589492798","0.8907026052474976"
"12","0.1393209233880043","0.11378975957632065","0.17249929904937744","0.8613337516784668","0.8279020190238953","0.8864985108375549"
"13","0.13959688395261766","0.11932306736707687","0.15544705092906952","0.8609562516212463","0.8448829054832458","0.8809791207313538"
"14","0.1446739360690117","0.11011945456266403","0.17980347573757172","0.8558946013450622","0.8205384016036987","0.8901252150535583"
"15","0.13940640538930893","0.10197638720273972","0.16200603544712067","0.8610859155654907","0.8383255004882812","0.8982422947883606"
"16","0.14071125388145447","0.12356169521808624","0.16053228080272675","0.8598112106323242","0.8399033546447754","0.8767723441123962"
"17","0.13978563845157624","0.10614772140979767","0.17030119895935059","0.860750389099121","0.8305791020393372","0.8941094279289246"
"18","0.13242685198783874","0.10293099284172058","0.1593375951051712","0.8680192351341247","0.8408858180046082","0.8972210884094238"
"19","0.13966232538223267","0.10980930924415588","0.16895882785320282","0.8607133746147155","0.8312516212463379","0.8903899788856506"
"20","0.1332382246851921","0.10748583823442459","0.16731882095336914","0.8671288609504699","0.8329610228538513","0.892693281173706"
"21","0.13437694162130356","0.10899056494235992","0.16227231919765472","0.8661020874977112","0.8379835486412048","0.8911943435668945"
"22","0.12957293391227723","0.11296328157186508","0.1522175818681717","0.8707925319671631","0.8480091691017151","0.8874992728233337"
"23","0.14071786850690843","0.10974285751581192","0.16560091078281403","0.859619426727295","0.8346261382102966","0.8903968334197998"
"24","0.13341422379016876","0.09922464191913605","0.1731811910867691","0.8668885469436646","0.8270450830459595","0.9009056091308594"
"25","0.12959039807319642","0.10771172493696213","0.15307079255580902","0.8707822084426879","0.8472604155540466","0.8924415707588196"
"26","0.1259125530719757","0.10264379531145096","0.15333685278892517","0.8744072198867798","0.8468930125236511","0.8975113034248352"
"27","0.12491153478622437","0.1005261242389679","0.15371966361999512","0.8753842353820801","0.8464870452880859","0.8996132612228394"
"28","0.12452752590179443","0.10074031352996826","0.1540655493736267","0.8757802009582519","0.8461278080940247","0.8994064927101135"
"29","0.12384842187166215","0.10011878609657288","0.15279008448123932","0.8764583468437195","0.8474249243736267","0.9000135660171509"
