"Step","Grouped runs - valid_loss","Grouped runs - valid_loss__MIN","Grouped runs - valid_loss__MAX","Grouped runs - valid_dice","Grouped runs - valid_dice__MIN","Grouped runs - valid_dice__MAX"
"0","0.27290698885917664","0.14501316845417023","0.5749457478523254","0.7321089446544647","0.42511501908302307","0.8639086484909058"
"1","0.1447272479534149","0.12130294740200043","0.17373064160346985","0.8562926411628723","0.8270191550254822","0.8801469206809998"
"2","0.1353695884346962","0.11563477665185928","0.166354238986969","0.8650455355644227","0.8338770270347595","0.8844339847564697"
"3","0.17612062990665436","0.10684505105018616","0.2748413681983948","0.824112617969513","0.7252501249313354","0.8936460018157959"
"4","0.15219101756811143","0.10873555392026901","0.21481458842754364","0.8479353904724121","0.7852892875671387","0.8912920951843262"
"5","0.13375266045331954","0.1056257113814354","0.17056775093078613","0.8663544297218323","0.8295485973358154","0.8945661187171936"
"6","0.25543297827243805","0.12917925417423248","0.6945306658744812","0.7447343647480011","0.30548176169395447","0.8708370923995972"
"7","0.15064841210842134","0.11307841539382935","0.19089095294475555","0.8493990302085876","0.8091987371444702","0.8869313597679138"
"8","0.16964655816555024","0.11645910143852234","0.20777861773967743","0.8303816080093384","0.7922464609146118","0.8835502862930298"
"9","0.14241669327020645","0.10999761521816254","0.18040788173675537","0.8576402783393859","0.8196128606796265","0.8900116682052612"
"10","0.13525591045618057","0.10375603288412094","0.17526230216026306","0.8647743701934815","0.824754536151886","0.896253228187561"
"11","0.14845524728298187","0.12638019025325775","0.18304948508739471","0.8515651941299438","0.8169652819633484","0.8736605644226074"
"12","0.12486356645822524","0.10127745568752289","0.143618643283844","0.8751596450805664","0.8564069867134094","0.8987307548522949"
"13","0.13463655412197112","0.10556715726852417","0.15792608261108398","0.8653794169425965","0.8420895934104919","0.8944414854049683"
"14","0.1333443656563759","0.10088257491588593","0.16727493703365326","0.8666707515716553","0.8327342867851257","0.8991245627403259"
"15","0.1332964465022087","0.09890331327915192","0.18545669317245483","0.8667170763015747","0.8145552277565002","0.9011028409004211"
"16","0.11881775110960006","0.09531913697719574","0.1511865258216858","0.8811980128288269","0.8488261699676514","0.9046850800514221"
"17","0.12665318697690964","0.097865991294384","0.15513381361961365","0.8733585953712464","0.84487384557724","0.9021396040916443"
"18","0.1438253030180931","0.11033650487661362","0.22675129771232605","0.8561871409416199","0.7732541561126709","0.8896682262420654"
"19","0.12972597181797027","0.10400285571813583","0.18329694867134094","0.8702949047088623","0.8167071342468262","0.8960005044937134"
"20","0.14368592649698259","0.10323963314294815","0.17734800279140472","0.8563250660896301","0.8226573467254639","0.8967695832252502"
"21","0.14034933596849442","0.1119789257645607","0.19867120683193207","0.8596600532531739","0.8013355135917664","0.8880354166030884"
"22","0.14430729150772095","0.09637629240751266","0.19789938628673553","0.8557055711746215","0.8021098971366882","0.9036286473274231"
"23","0.13233972042798997","0.10110042244195938","0.17758263647556305","0.8676674365997314","0.8224217891693115","0.8989012837409973"
"24","0.13973749577999114","0.1033121645450592","0.17052042484283447","0.8602752566337586","0.8295072317123413","0.8966955542564392"
"25","0.13828944116830827","0.11724067479372025","0.1670815497636795","0.8617181897163391","0.8329257965087891","0.8827612996101379"
"26","0.12804823070764543","0.10373065620660782","0.1678197830915451","0.8719586133956909","0.832190990447998","0.8962724208831787"
"27","0.12653995603322982","0.10081233084201813","0.16651038825511932","0.873468565940857","0.8334960341453552","0.8991898894309998"
"28","0.1252774029970169","0.09927842020988464","0.16474783420562744","0.8747287273406983","0.8352563977241516","0.9007241129875183"
"29","0.12514649778604509","0.09918908029794693","0.1653537005186081","0.8748603463172913","0.8346540331840515","0.9008131623268127"
