"Step","Grouped runs - valid_loss","Grouped runs - valid_loss__MIN","Grouped runs - valid_loss__MAX","Grouped runs - valid_dice","Grouped runs - valid_dice__MIN","Grouped runs - valid_dice__MAX"
"0","0.46146705448627473","0.20982949435710907","0.6750646829605103","0.6884152889251709","0.5016534328460693","0.8335767984390259"
"1","0.33292028307914734","0.1647166907787323","0.5392771363258362","0.7775290608406067","0.636573314666748","0.8770257234573364"
"2","0.27087124437093735","0.12175647169351578","0.4488074779510498","0.8195559263229371","0.7250942587852478","0.9017733931541443"
"3","0.21597360372543334","0.10643786936998367","0.35496219992637634","0.853249478340149","0.7896348237991333","0.905658483505249"
"4","0.1855767101049423","0.09933877736330032","0.3036506175994873","0.870083999633789","0.8325427770614624","0.907772421836853"
"5","0.1670540377497673","0.09726223349571228","0.25039562582969666","0.8745241522789001","0.8459867238998413","0.9076926112174988"
"6","0.15134917497634887","0.09987175464630127","0.2148286998271942","0.8822430849075318","0.8629366755485535","0.9038296937942505"
"7","0.14798373281955718","0.09548007696866989","0.20522284507751465","0.8791142702102661","0.8524755239486694","0.9072163105010986"
"8","0.1393578514456749","0.11028188467025757","0.17759548127651215","0.8814730882644654","0.8666840195655823","0.8919599652290344"
"9","0.13517504930496216","0.10661190748214722","0.17247876524925232","0.8849661469459533","0.874529242515564","0.8939449191093445"
"10","0.1315929338335991","0.0960192158818245","0.1679765284061432","0.8836663246154786","0.8652515411376953","0.9052601456642151"
"11","0.12534621208906174","0.09050574153661728","0.16244138777256012","0.8873813509941101","0.8645757436752319","0.9105351567268372"
"12","0.12756174951791763","0.09362967312335968","0.1636681854724884","0.884334659576416","0.8584331274032593","0.9072878360748291"
"13","0.12463679313659667","0.09731945395469666","0.15470826625823975","0.885103952884674","0.8659855723381042","0.9034504294395447"
"14","0.11799212396144867","0.09168045967817307","0.14412541687488556","0.8901809334754944","0.8743403553962708","0.9089640974998474"
"15","0.11991451829671859","0.09513352811336517","0.1457289308309555","0.8876455187797546","0.8703358173370361","0.9056059718132019"
"16","0.1180013045668602","0.08826696872711182","0.1400902420282364","0.8879130005836486","0.8730413317680359","0.912222146987915"
"17","0.11660159677267075","0.09097456187009811","0.13600781559944153","0.8884305119514465","0.8755586743354797","0.9094476103782654"
"18","0.1197555422782898","0.096025250852108","0.14458517730236053","0.8855079889297486","0.8661997318267822","0.9043933749198914"
"19","0.11385543495416642","0.09141581505537033","0.13073872029781342","0.8903769969940185","0.8797076940536499","0.9089237451553345"
"20","0.11720499545335769","0.09781277179718018","0.13892698287963867","0.8869537591934205","0.8708460927009583","0.9024962782859802"
"21","0.11387918889522552","0.09345869719982147","0.12835010886192322","0.889838171005249","0.8797983527183533","0.906883955001831"
"22","0.11324848532676697","0.09870577603578568","0.12906168401241302","0.8899757385253906","0.8782688975334167","0.9014461040496826"
"23","0.11054143458604812","0.09595979005098343","0.12583373486995697","0.8926830410957336","0.8818826079368591","0.9042494893074036"
"24","0.11083048284053802","0.094106525182724","0.12456557899713516","0.8914735317230225","0.8809656500816345","0.9061305522918701"
"25","0.11401824653148651","0.09713198989629745","0.1313401311635971","0.8885364055633544","0.8744003176689148","0.9030129909515381"
"26","0.11013954728841782","0.09459031373262405","0.12675634026527405","0.8923673033714294","0.8785575032234192","0.9056311845779419"
"27","0.11002185642719269","0.09498720616102219","0.1262820065021515","0.8925828576087952","0.8794257044792175","0.9052233099937439"
"28","0.11024095565080642","0.09498313069343567","0.12676796317100525","0.8921804666519165","0.8790656328201294","0.9051350951194763"
"29","0.11045729517936706","0.09330616891384125","0.1297427862882614","0.8921819806098938","0.8763894438743591","0.9068981409072876"
